genome,species,representative,genome_is_representative,database,genome_type,species_name,source
SRR16470988.mbin.16,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG225.sbin.7,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
ERR10897918.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR12018859.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG863.mbin.12,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SAMN00094602.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG845.mbin.2,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
SRR17284229.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1150.mbin.34,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897876.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG956.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1286.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG435.mbin.11,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG35.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00081536.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG919.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10898033.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR19237611.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1159.sbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR12830926.mbin.8,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR12830928.mbin.7,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG139.sbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897956.mbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR11749276.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG259.sbin.23,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR17635714.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1346.mbin.2,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
ERR10897809.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17635810.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR13167672.mbin.2,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
SRR17635688.mbin.1,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR13167601.mbin.3,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG623.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635638.sbin.3,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
MG938.sbin.2,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
SRR17284234.mbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR17635647.sbin.37,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10898239.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1028.mbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR13167505.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17635674.sbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1124.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635490.mbin.6,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
ERR4421597.sbin.2,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
MG278.mbin.7,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SAMN00035741.sbin.1,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
MG3.sbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR3500845.mbin.4,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1502.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897849.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG125.mbin.4,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR12018967.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1117.mbin.4,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
SAMN00095051.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG614.sbin.17,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG403.sbin.8,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
P10709972.sbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00095106.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SAMN00043187.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17635475.mbin.5,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG612.mbin.2,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
ERR4421596.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG363.mbin.3,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG207.mbin.5,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
MG371.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG916.sbin.3,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10898256.mbin.3,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG221.sbin.3,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR16916872.mbin.9,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR16471084.sbin.1,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG598.sbin.8,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
ERR10897854.sbin.4,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR13167644.mbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG457.sbin.11,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG161.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635809.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1034.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897690.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1090.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG47.mbin.2,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR17635583.sbin.5,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
MG590.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635684.sbin.4,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
MG923.mbin.21,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG681.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR13167656.mbin.6,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
ERR10897825.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10897816.mbin.5,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17635606.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17635640.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR19237608.mbin.3,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG899.sbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR1951760.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17635660.mbin.9,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG602.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR16916859.sbin.7,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG676.mbin.18,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG1301.sbin.2,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
MG398.sbin.5,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
ERR10897768.sbin.14,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR16916874.mbin.16,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG557.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
P10709804.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17635717.sbin.16,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR17635701.mbin.11,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10898251.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG276.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG428.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
GV29.sbin.3,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG1367.mbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635628.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG654.sbin.18,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
P10708995.sbin.1,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR12830929.sbin.7,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR17635688.sbin.12,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR17635775.sbin.5,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG191.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
PV40.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897947.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG914.mbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG818.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17635715.mbin.27,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR17635720.sbin.5,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
ERR10898268.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10897574.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR16916857.mbin.5,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
ERR4421589.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG259.mbin.3,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG1306.mbin.19,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG646.mbin.3,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
ERR10897576.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR4421572.sbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635516.sbin.3,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
SRR17635608.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10897624.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17635676.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG827.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG995.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG417.mbin.19,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
ERR10897964.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR6747990.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17635774.mbin.10,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR17635793.mbin.9,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1278.mbin.24,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG945.mbin.4,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
ERR4421585.sbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG881.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1363.mbin.14,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR13900361.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17284255.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10897692.sbin.6,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR12018920.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR13167502.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10897678.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635559.mbin.1,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG824.mbin.10,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG1359.mbin.7,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10898224.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR10258543.mbin.6,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
MG519.mbin.19,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG161.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10897763.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG46.sbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR5575601.mbin.3,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17635461.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG695.mbin.11,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG706.mbin.5,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
ERR10897730.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG78.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG660.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR4421610.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10897758.sbin.10,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635470.mbin.16,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1098.mbin.5,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR13167607.sbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635696.mbin.9,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG983.sbin.5,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
PV29.sbin.6,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1018.mbin.2,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
MG990.sbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG885.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG533.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR13167584.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG830.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG41.mbin.5,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17635558.sbin.3,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR12018928.sbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG199.mbin.2,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
ERR10898272.sbin.2,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
SRR12018963.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG546.mbin.2,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
ERR10897750.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10898295.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17635775.mbin.7,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR12018796.mbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR12830918.mbin.18,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG657.mbin.7,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10898005.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG173.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR13167541.sbin.9,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG114.mbin.19,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG1499.mbin.1,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
SRR13167730.sbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR10258562.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1340.sbin.41,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10898302.mbin.6,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR10258572.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR16916866.sbin.21,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG1188.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1020.mbin.10,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10898160.sbin.5,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR13167682.mbin.2,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
MG591.sbin.8,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SAMN00141927.sbin.10,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
ERR4421622.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17635624.sbin.15,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG929.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG182.mbin.22,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG328.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897957.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG523.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR13900341.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR4421584.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR19237620.sbin.3,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR6748175.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10898147.sbin.3,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
ERR10897843.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897882.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR19237610.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10898135.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG340.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR12018813.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10897930.sbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635552.mbin.2,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
MG1322.sbin.6,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
ERR10897921.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR13167587.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897917.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR16471086.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1318.sbin.7,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
ERR10897784.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR13900347.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG953.sbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR10258544.sbin.7,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
ERR10897825.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635550.sbin.2,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
PV33.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SAMN00094602.sbin.5,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR16470967.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR13167558.sbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR17635510.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17284338.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG405.mbin.3,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG43.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG623.sbin.6,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
SRR17284245.sbin.4,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
MG1415.sbin.1,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
MG289.mbin.5,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR5273932.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG187.mbin.17,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR16471080.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1265.sbin.3,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
MG91.mbin.1,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
